Ticker,Company,Sector,Industry,Country
SIVB,SVB Financial Group,Financial,Banks - Regional,USA
SIX,Six Flags Entertainment Corporation,Consumer Cyclical,Leisure,USA
SJ,Scienjoy Holding Corporation,Communication Services,Broadcasting,China
SJI,"South Jersey Industries, Inc.",Utilities,Utilities - Diversified,USA
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,USA
SJR,Shaw Communications Inc.,Communication Services,Telecom Services,Canada
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P,USA
SJW,SJW Group,Utilities,Utilities - Regulated Water,USA
SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia,USA
SKM,"SK Telecom Co.,Ltd",Communication Services,Telecom Services,South Korea
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,REIT - Retail,USA
SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,Footwear & Accessories,USA
SKY,Skyline Champion Corporation,Consumer Cyclical,Residential Construction,USA
SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,USA
SKYW,"SkyWest, Inc.",Industrials,Airlines,USA
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,USA
SLAC,Social Leverage Acquisition Corp I,Financial,Shell Companies,USA
SLAMU,Slam Corp.,Financial,Shell Companies,USA
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,USA
SLCA,"U.S. Silica Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA
SLCR,Silver Crest Acquisition Corporation,Financial,Shell Companies,Hong Kong
SLCRU,Silver Crest Acquisition Corporation,Financial,Shell Companies,Hong Kong
SLCT,"Select Bancorp, Inc.",Financial,Banks - Regional,USA
SLDB,Solid Biosciences Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
SLF,Sun Life Financial Inc.,Financial,Insurance - Diversified,Canada
SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA
SLGG,"Super League Gaming, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
SLGL,Sol-Gel Technologies Ltd.,Healthcare,Biotechnology,Israel
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,USA
SLM,SLM Corporation,Financial,Credit Services,USA
SLNO,"Soleno Therapeutics, Inc.",Healthcare,Diagnostics & Research,USA
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,USA
SLQT,"SelectQuote, Inc.",Financial,Insurance Brokers,USA
SLRC,SLR Investment Corp.,Financial,Asset Management,USA
SLRX,"Salarius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,USA
SM,SM Energy Company,Energy,Oil & Gas E&P,USA
SMAR,Smartsheet Inc.,Technology,Software - Application,USA
SMBC,"Southern Missouri Bancorp, Inc.",Financial,Banks - Regional,USA
SMBK,"SmartFinancial, Inc.",Financial,Banks - Regional,USA
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,USA
SMED,Sharps Compliance Corp.,Industrials,Waste Management,USA
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Banks - Diversified,Japan
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA
SMID,Smith-Midland Corporation,Basic Materials,Building Materials,USA
SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments,USA
SMLP,"Summit Midstream Partners, LP",Energy,Oil & Gas Midstream,USA
SMM,Salient Midstream & MLP Fund,Financial,Asset Management,USA
SMMF,"Summit Financial Group, Inc.",Financial,Banks - Regional,USA
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,USA
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts,USA
SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,USA
SMSI,"Smith Micro Software, Inc.",Technology,Software - Application,USA
SMTC,Semtech Corporation,Technology,Semiconductors,USA
SMTS,Sierra Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada
SMWB,SIMILARWEB LTD.,Communication Services,Internet Content & Information,Israel
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,USA
SNAP,Snap Inc.,Communication Services,Internet Content & Information,USA
SNBR,Sleep Number Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA
SNCR,"Synchronoss Technologies, Inc.",Technology,Software - Application,USA
SNCY,"Sun Country Airlines Holdings, Inc.",Industrials,Airlines,USA
SND,"Smart Sand, Inc.",Energy,Oil & Gas Equipment & Services,USA
SNDL,Sundial Growers Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
SNDR,"Schneider National, Inc.",Industrials,Trucking,USA
SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
SNES,"SenesTech, Inc.",Basic Materials,Specialty Chemicals,USA
SNEX,StoneX Group Inc.,Financial,Capital Markets,USA
SNFCA,Security National Financial Corporation,Financial,Credit Services,USA
SNGX,"Soligenix, Inc.",Healthcare,Biotechnology,USA
SNII,"Supernova Partners Acquisition Company II, Ltd.",Financial,Shell Companies,USA
SNMP,Evolve Transition Infrastructure LP,Energy,Oil & Gas Midstream,USA
SNN,Smith & Nephew plc,Healthcare,Medical Devices,United Kingdom
SNOA,"Sonoma Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
SNOW,Snowflake Inc.,Technology,Software - Application,USA
SNP,China Petroleum & Chemical Corporation,Energy,Oil & Gas Integrated,China
SNPR,Tortoise Acquisition Corp. II,Financial,Shell Companies,USA
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,USA
SNR,New Senior Investment Group Inc.,Real Estate,REIT - Residential,USA
SNRH,Senior Connect Acquisition Corp. I,Financial,Shell Companies,USA
SNRHU,Senior Connect Acquisition Corp. I,Financial,Shell Companies,USA
SNSE,"Sensei Biotherapeutics, Inc.",Healthcare,Biotechnology,USA
SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA
SNX,SYNNEX Corporation,Technology,Information Technology Services,USA
SNY,Sanofi,Healthcare,Drug Manufacturers - General,France
SO,The Southern Company,Utilities,Utilities - Regulated Electric,USA
SOAC,Sustainable Opportunities Acquisition Corp.,Financial,Shell Companies,USA
SOGO,Sogou Inc.,Communication Services,Internet Content & Information,China
SOHO,Sotherly Hotels Inc.,Real Estate,REIT - Hotel & Motel,USA
SOHU,Sohu.com Limited,Communication Services,Internet Content & Information,China
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,USA
SOL,ReneSola Ltd,Technology,Solar,USA
SOLO,Electrameccanica Vehicles Corp.,Consumer Cyclical,Auto Manufacturers,Canada
SOLY,"Soliton, Inc.",Healthcare,Medical Devices,USA
SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,USA
SONM,"Sonim Technologies, Inc.",Technology,Communication Equipment,USA
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Healthcare,Biotechnology,USA
SONO,"Sonos, Inc.",Technology,Consumer Electronics,USA
SONY,Sony Group Corporation,Technology,Consumer Electronics,Japan
SOR,"Source Capital, Inc.",Financial,Closed-End Fund - Equity,USA
SOS,SOS Limited,Technology,Software - Infrastructure,China
SP,SP Plus Corporation,Industrials,Specialty Business Services,USA
SPAQ,SPARTAN Acquisition CORP. III,Financial,Shell Companies,USA
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,USA
SPCB,SuperCom Ltd.,Industrials,Security & Protection Services,Israel
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,USA
SPE,"Special Opportunities Fund, Inc.",Financial,Closed-End Fund - Equity,USA
SPFI,"South Plains Financial, Inc.",Financial,Banks - Regional,USA
SPFR,Jaws Spitfire Acquisition Corporation,Financial,Shell Companies,USA
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA
SPGI,S&P Global Inc.,Financial,Financial Data & Stock Exchanges,USA
SPGS,"Simon Property Group Acquisition Holdings, Inc.",Financial,Shell Companies,USA
SPH,"Suburban Propane Partners, L.P.",Utilities,Utilities - Regulated Gas,USA
SPI,"SPI Energy Co., Ltd.",Technology,Solar,Hong Kong
SPKBU,Silver Spike Acquisition Corp II,Financial,Shell Companies,USA
SPKE,"Spark Energy, Inc.",Utilities,Utilities - Regulated Electric,USA
SPLK,Splunk Inc.,Technology,Software - Infrastructure,USA
SPLP,Steel Partners Holdings L.P.,Industrials,Conglomerates,USA
SPNE,SeaSpine Holdings Corporation,Healthcare,Medical Devices,USA
SPNS,Sapiens International Corporation N.V.,Technology,Software - Application,Israel
SPNT,SiriusPoint Ltd.,Financial,Insurance - Reinsurance,Bermuda
SPNV,"Supernova Partners Acquisition Company, Inc.",Financial,Shell Companies,USA
SPOK,"Spok Holdings, Inc.",Communication Services,Telecom Services,USA
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,Luxembourg
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
SPPP,Sprott Physical Platinum and Palladium Trust,Basic Materials,Other Precious Metals & Mining,Canada
SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA
SPRB,"Spruce Biosciences, Inc.",Healthcare,Biotechnology,USA
SPRO,"Spero Therapeutics, Inc.",Healthcare,Biotechnology,USA
SPRQ,Spartan Acquisition Corp. II,Financial,Shell Companies,USA
SPRT,"Support.com, Inc.",Technology,Software - Application,USA
SPSC,"SPS Commerce, Inc.",Technology,Software - Infrastructure,USA
SPT,"Sprout Social, Inc.",Technology,Software - Application,USA
SPTKU,SportsTek Acquisition Corp.,Financial,Shell Companies,USA
SPTN,SpartanNash Company,Consumer Defensive,Food Distribution,USA
SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Cyclical,Leisure,USA
SPWR,SunPower Corporation,Technology,Solar,USA
SPXC,SPX Corporation,Industrials,Specialty Industrial Machinery,USA
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA
SQ,"Square, Inc.",Technology,Software - Infrastructure,USA
SQBG,"Sequential Brands Group, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
SQFT,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,USA
SQM,Sociedad Quimica y Minera de Chile S.A.,Basic Materials,Chemicals,Chile
SQNS,Sequans Communications S.A.,Technology,Semiconductors,France
SQSP,"Squarespace, Inc.",Technology,Software - Infrastructure,USA
SQZ,SQZ Biotechnologies Company,Healthcare,Biotechnology,USA
SR,Spire Inc.,Utilities,Utilities - Regulated Gas,USA
SRAC,Stable Road Acquisition Corp.,Financial,Shell Companies,USA
SRACU,Stable Road Acquisition Corp.,Financial,Shell Companies,USA
SRAX,"SRAX, Inc.",Communication Services,Advertising Agencies,USA
SRC,"Spirit Realty Capital, Inc.",Real Estate,REIT - Diversified,USA
SRCE,1st Source Corporation,Financial,Banks - Regional,USA
SRCL,"Stericycle, Inc.",Industrials,Waste Management,USA
SRDX,"Surmodics, Inc.",Healthcare,Diagnostics & Research,USA
SRE,Sempra Energy,Utilities,Utilities - Diversified,USA
SREV,"ServiceSource International, Inc.",Technology,Software - Application,USA
SRG,Seritage Growth Properties,Real Estate,REIT - Retail,USA
SRGA,"Surgalign Holdings, Inc.",Healthcare,Medical Devices,USA
SRI,"Stoneridge, Inc.",Consumer Cyclical,Auto Parts,USA
SRL,Scully Royalty Ltd.,Financial,Capital Markets,Hong Kong
SRLP,Sprague Resources LP,Energy,Oil & Gas Refining & Marketing,USA
SRNE,"Sorrento Therapeutics, Inc.",Healthcare,Biotechnology,USA
SRNG,Soaring Eagle Acquisition Corp.,Financial,Shell Companies,USA
SRNGU,Soaring Eagle Acquisition Corp.,Financial,Shell Companies,USA
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA
SRRA,"Sierra Oncology, Inc.",Healthcare,Biotechnology,USA
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,USA
SRSAU,Sarissa Capital Acquisition Corp.,Financial,Shell Companies,USA
SRT,"StarTek, Inc.",Industrials,Specialty Business Services,USA
SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,USA
SRV,The Cushing MLP & Infrastructure Total Return Fund,Financial,Closed-End Fund - Equity,USA
SSAAU,Science Strategic Acquisition Corp. Alpha,Financial,Shell Companies,USA
SSB,South State Corporation,Financial,Banks - Regional,USA
SSBI,Summit State Bank,Financial,Banks - Regional,USA
SSD,"Simpson Manufacturing Co., Inc.",Industrials,Building Products & Equipment,USA
SSKN,"STRATA Skin Sciences, Inc.",Healthcare,Medical Devices,USA
SSL,Sasol Limited,Energy,Oil & Gas Integrated,South Africa
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,USA
SSNT,"SilverSun Technologies, Inc.",Technology,Software - Application,USA
SSP,The E.W. Scripps Company,Communication Services,Broadcasting,USA
SSPK,Silver Spike Acquisition Corp.,Financial,Shell Companies,USA
SSRM,SSR Mining Inc.,Basic Materials,Gold,Canada
SSSS,SuRo Capital Corp.,Financial,Asset Management,USA
SSTI,"ShotSpotter, Inc.",Technology,Software - Application,USA
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,USA
SSY,"SunLink Health Systems, Inc.",Healthcare,Medical Care Facilities,USA
SSYS,Stratasys Ltd.,Technology,Computer Hardware,USA
ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,USA
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA
STAF,"Staffing 360 Solutions, Inc.",Industrials,Staffing & Employment Services,USA
STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,USA
STAR,iStar Inc.,Real Estate,REIT - Diversified,USA
STAY,"Extended Stay America, Inc.",Consumer Cyclical,Lodging,USA
STBA,"S&T Bancorp, Inc.",Financial,Banks - Regional,USA
STC,Stewart Information Services Corporation,Financial,Insurance - Property & Casualty,USA
STCN,"Steel Connect, Inc.",Industrials,Integrated Freight & Logistics,USA
STE,STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland
STEM,"Stem, Inc.",Technology,Software - Infrastructure,USA
STEP,StepStone Group Inc.,Financial,Asset Management,USA
STFC,State Auto Financial Corporation,Financial,Insurance - Property & Casualty,USA
STG,Sunlands Technology Group,Consumer Defensive,Education & Training Services,China
STIC,Northern Star Acquisition Corp.,Financial,Shell Companies,USA
STIM,"Neuronetics, Inc.",Healthcare,Diagnostics & Research,USA
STK,Columbia Seligman Premium Technology Growth Fund,Financial,Closed-End Fund - Equity,USA
STKL,SunOpta Inc.,Consumer Defensive,Packaged Foods,Canada
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,USA
STL,Sterling Bancorp,Financial,Banks - Regional,USA
STLA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,Netherlands
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,USA
STM,STMicroelectronics N.V.,Technology,Semiconductors,Switzerland
STMP,Stamps.com Inc.,Technology,Software - Application,USA
STN,Stantec Inc.,Industrials,Engineering & Construction,Canada
STND,Standard AVB Financial Corp.,Financial,Banks - Regional,USA
STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,Monaco
STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,USA
STON,StoneMor Inc.,Consumer Cyclical,Personal Services,USA
STOR,STORE Capital Corporation,Real Estate,REIT - Diversified,USA
STPC,Star Peak Corp II,Financial,Shell Companies,USA
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,USA
STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA
STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA
STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA
STRR,"Star Equity Holdings, Inc.",Healthcare,Medical Devices,USA
STRRP,"Star Equity Holdings, Inc.",Healthcare,Medical Devices,USA
STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,USA
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,USA
STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
STT,State Street Corporation,Financial,Asset Management,USA
STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,USA
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,USA
STWO,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA
STWOU,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA
STX,Seagate Technology plc,Technology,Computer Hardware,Ireland
STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,USA
STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,USA
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA
SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,USA
SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,USA
SUMO,"Sumo Logic, Inc.",Technology,Software - Infrastructure,USA
SUMR,"Summer Infant, Inc.",Consumer Defensive,Household & Personal Products,USA
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA
SUNS,SLR Senior Investment Corp.,Financial,Asset Management,USA
SUNW,"Sunworks, Inc.",Technology,Solar,USA
SUP,"Superior Industries International, Inc.",Consumer Cyclical,Auto Parts,USA
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
SUPV,Grupo Supervielle S.A.,Financial,Banks - Regional,Argentina
SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA
SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products,Brazil
SV,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA
SVAC,Starboard Value Acquisition Corp.,Financial,Shell Companies,USA
SVACU,Starboard Value Acquisition Corp.,Financial,Shell Companies,USA
SVBI,"Severn Bancorp, Inc.",Financial,Banks - Regional,USA
SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA
SVFA,SVF Investment Corp.,Financial,Shell Companies,USA
SVFAU,SVF Investment Corp.,Financial,Shell Companies,USA
SVFB,SVF Investment Corp. 2,Financial,Shell Companies,USA
SVFC,SVF Investment Corp. 3,Financial,Shell Companies,USA
SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada
SVMK,SVMK Inc.,Technology,Software - Application,USA
SVOK,Seven Oaks Acquisition Corp.,Financial,Shell Companies,USA
SVOKU,Seven Oaks Acquisition Corp.,Financial,Shell Companies,USA
SVRA,Savara Inc.,Healthcare,Biotechnology,USA
SVSVU,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA
SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA
SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA
SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA
SWBK,Switchback II Corporation,Financial,Shell Companies,USA
SWCH,"Switch, Inc.",Technology,Information Technology Services,USA
SWET,Athlon Acquisition Corp.,Financial,Shell Companies,USA
SWETU,Athlon Acquisition Corp.,Financial,Shell Companies,USA
SWI,SolarWinds Corporation,Technology,Software - Infrastructure,USA
SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,USA
SWIR,"Sierra Wireless, Inc.",Technology,Communication Equipment,Canada
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA
SWM,"Schweitzer-Mauduit International, Inc.",Basic Materials,Paper & Paper Products,USA
SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,USA
